poem_type,poem
கலித்தொகை,"தலைவி
மறம் கொள் இரும்புலித் தொல் முரண் தொலைத்த
முறஞ்செவி வாரணம் முன் குளகு அருந்திக்
கறங்கு வெள் அருவி ஓலின் துஞ்சும்
பிறங்கு இருஞ் சோலை நல் மலை நாடன்
மறந்தான் மறக்க இனி எல்லா நமக்குச் 
சிறந்தமை நாம் நற்கு அறிந்தனம் ஆயின் அவன் திறம்
கொல் யானைக் கோட்டால் வெதிர் நெல் குறுவாம் நாம்
வள்ளை அகவுவம் வா இகுளை நாம்
வள்ளை அகவுவம் வா
தோழி
காணிய வா வாழி தோழி வரைத் தாழ்பு 
வாள் நிறம் கொண்ட அருவித்தே நம் அருளா
நாண் இலி நாட்டு மலை
தலைவி
ஆர்வுற்றார் நெஞ்சம் அழிய விடுவானோ
ஓர்வு உற்று ஒரு திறம் ஒல்காத நேர்கோல்
அறம் புரி நெஞ்சத்தவன் 
தோழி
தண் நறும் கோங்கம் மலர்ந்த வரை எல்லாம்
பொன் அணி யானை போல் தோன்றுமே நம் அருளாக்
கொன்னாளன் நாட்டு மலை
தலைவி
கூரு நோய் ஏய்ப்ப விடுவானோ தன் மலை
நீரினும் சாயல் உடையன் நயந்தோர்க்குத் 
தேர் ஈயும் வண் கையவன்
தோழி
வரை மிசை மேல் தொடுத்த நெய் கண் இறாஅல்
மழை நுழை திங்கள் போல் தோன்றும் இழை நெகிழ
எவ்வம் உறீஇயினான் குன்று
தலைவி
எஞ்சாது எல்லா கொடுமை நுவலாதி 
அஞ்சுவது அஞ்சா அறன் இலி அல்லன் என்
நெஞ்சம் பிணிக்கொண்டவன்
என்று யாம் பாட மறை நின்று கேட்டனன்
தாழ் இருங்கூந்தல் என் தோழியைக் கை கவியாச்
சாயல் இன் மார்பன் சிறுபுறம் சார்தர 
ஞாயிற்று முன்னர் இருள் போல மாய்ந்தது என்
ஆய் இழை மேனிப் பசப்பு
"
கலித்தொகை,"தோழி
வேங்கை தொலைத்த வெறி பொறி வாரணத்து
ஏந்து மருப்பின் இன வண்டு இமிர்பு ஊதும்
சாந்த மரத்தின் இயன்ற உலக்கையால்
ஐவன வெண்ணெல் அறை உரலுள் பெய்து இருவாம்
ஐயனை ஏத்துவாம் போல அணிபெற்ற 
மைபடு சென்னிப் பய மலை நாடனைத்
தையலாய் பாடுவாம் நாம்
தலைவி
தகையவர் கைச் செறித்த தாள் போலக் காந்தள்
முகையின் மேல் தும்பி இருக்கும் பகை எனின்
கூற்றம் வரினும் தொலையான் தன் நட்டார்க்குத் 
தோற்றலை நாணாதோன் குன்று
தோழி
வெருள்புடன் நோக்கி வியல் அறை யூகம்
இருள் தூங்கு இறு வரை ஊர்பு இழிபு ஆடும்
வருடைமான் குழவிய வள மலை நாடனைத்
தெருளத் தெரி இழாய் நீ ஒன்று பாடித்தை 
தலைவி
நுண் பொறி மான் செவி போல வெதிர் முளைக்
கண் பொதி பாளை கழன்று உகும் பண்பிற்றே
மாறு கொண்டு ஆற்றார் எனினும் பிறர் குற்றம்
கூறுதல் தேற்றாதோன் குன்று
தோழி
புணர் நிலை வளகின் குளகு அமர்ந்து உண்ட 
புணர் மருப்பு எழில் கொண்ட வரை புரை செலவின்
வயங்கு எழில் யானைப் பய மலை நாடனை
மணம் நாறு கதுப்பினாய் மறுத்து ஒன்று பாடித்தை
தலைவி
கடுங்கண் உழுவை அடி போல வாழைக்
கொடுங்காய் குலை தொறூஉம் தூங்கும் இடும்பையால் 
இன்மை உரைத்தார்க்கு அது நிறைக்கல் ஆற்றாக்கால்
தன் மெய் துறப்பான் மலை
தோழி
என ஆங்கு
கூடி அவர் திறம் பாட என் தோழிக்கு
வாடிய மென்தோளும் வீங்கின 
ஆடு அமை வெற்பன் அளித்தக்கால் போன்றே
"
கலித்தொகை,"கதிர் விரி கனை சுடர்க் கவின் கொண்ட நனம் சாரல்
எதிர் எதிர் ஓங்கிய மால் வரை அடுக்கத்து
அதிர் இசை அருவி தன் அம் சினை மிசை வீழ
முதிர் இணர் ஊழ் கொண்ட முழவுத் தாள் எரி வேங்கை
வரி நுதல் எழில் வேழம் பூ நீர் மேல் சொரிதரப் 
புரி நெகிழ் தாமரை மலர் அம் கண் வீறு எய்தித்
திரு நயந்து இருந்தன்ன தேம் கமழ் விறல் வெற்ப
தன் எவ்வம் கூரினும் நீ செய்த அருள் இன்மை
என்னையும் மறைத்தாள் என் தோழி அது கேட்டு
நின்னை யான் பிறர் முன்னர்ப் பழி கூறல் தான் நாணி 
கூரும் நோய் சிறப்புவும் நீ செய்த அருள் இன்மை
சேரியும் மறைத்தாள் என் தோழி அது கேட்டாங்கு
ஓரும் நீ நிலையலை எனக் கூறல் தான் நாணி
நோய் அட வருந்தியும் நீ செய்த அருள் இன்மை
ஆயமும் மறைத்தாள் என் தோழி அது கேட்டு 
மாய நின் பண்பு இன்மை பிறர் கூறல் தான் நாணி
என ஆங்கு
இனையன தீமை நினைவனள் காத்தாங்கு
அனை அரு பண்பினான் நின் தீமை காத்தவள்
அருந்துயர் ஆர் அஞர் தீர்க்கும் 
மருந்து ஆகி செல்கம் பெரும நாம் விரைந்தே
"
கலித்தொகை,"விடியல் வெங்கதிர் காயும் வேய் அமல் அகல் அறைக்
கடி சுனைக் கவினிய காந்தள் அம் குலையினை
அரு மணி அவிர் உத்தி அரவு நீர் உணல் செத்துப்
பெரு மலை மிளிர்ப்பன்ன காற்றுடைக் கனைப் பெயல்
உருமுக் கண்ணுறுதலின் உயர் குரல் ஒலி ஓடி 
நறு வீய நனம் சாரல் சிலம்பலின் கதுமெனச்
சிறுகுடி துயில் எழூஉம் சேண் உயர் விறல் வெற்ப
கால் பொர நுடங்கல கறங்கு இசை அருவி நின்
மால் வரை மலி சுனை மலர் ஏய்க்கும் என்பதோ
புல் ஆராப் புணர்ச்சியால் புலம்பிய என் தோழி 
பல்லிதழ் மலர் உண்கண் பசப்ப நீ சிதைத்ததை
புகர் முகக் களிறொடு புலி பொருது உழக்கும் நின்
அகல் மலை அடுக்கத்த அமை ஏய்க்கும் என்பதோ
கடை எனக் கலுழும் நோய் கைம்மிக என் தோழி
தடையின திரண்ட தோள் தகை வாடச் சிதைத்ததை 
சுடர் உற உற நீண்ட சுரும்பு இமிர் அடுக்கத்த
விடர் வரை எரி வேங்கை இணர் ஏய்க்கும் என்பதோ
யாமத்தும் துயிலலள் அலமரும் என் தோழி
காமரு நல் எழில் கவின் வாடச் சிதைத்ததை
என ஆங்கு 
தன் தீமை பல கூறிக் கழறலின் என் தோழி
மறையில் தான் மருவுற மணந்த நட்பு அருகலான்
பிறை புரை நுதல் அவர்ப் பேணி நம்
உறை வரைந்தனர் அவர் உவக்கும் நாளே
"
கலித்தொகை,"வீ அகம் புலம்ப வேட்டம் போகிய
மாஅல் அஞ்சிறை மணி நிறத் தும்பி
வாய் இழி கடாத்த வால் மருப்பு ஒருத்தலோடு
ஆய் பொறி உழுவை தாக்கிய பொழுதின்
வேங்கை அம் சினை என விறல் புலி முற்றியும் 
பூம் பொறி யானைப் புகர் முகம் குறுகியும்
வலி மிகு வெகுளியான் வாள் உற்ற மன்னரை
நயன் நாடி நட்பு ஆக்கும் வினைவர் போல் மறிதரும்
அயம் இழி அருவிய அணி மலை நல் நாட
ஏறு இரங்கு இருள் இடை இரவினில் பதம் பெறாஅன் 
மாறினென் எனக் கூறி மனம் கொள்ளும் தான் என்ப
கூடுதல் வேட்கையான் குறி பார்த்துக் குரல் நொச்சிப்
பாடு ஓர்க்கும் செவியோடு பைதலேன் யான் ஆக
அருஞ் செலவு ஆர் இடை அருளி வந்து அளி பெறாஅன்
வருந்தினென் என பல வாய்விடூஉம் தான் என்ப 
நிலை உயர் கடவுட்குக் கடம் பூண்டு தன் மாட்டுப்
பல சூழும் மனத்தோடு பைதலேன் யான் ஆக
கனை பெயல் நடுநாள் யான் கண் மாறக் குறி பெறாஅன்
புனை இழாய் என் பழி நினக்கு உரைக்கும் தான் என்ப
துளி நசை வேட்கையான் மிசை பாடும் புள்ளின் தன் 
அளி நசை ஆர்வுற்ற அன்பினேன் யான் ஆக
என ஆங்கு
கலந்த நோய் கைம்மிகக் கண்படா என் வயின்
புலந்தாயும் நீ ஆயின் பொய்யானே வெல்குவை
இலங்கு தாழ் அருவியோடு அணி கொண்ட நின் மலைச் 
சிலம்பு போல் கூறுவ கூறும்
இலங்கு ஏர் எல் வளை இவள் உடை நோயே
"
கலித்தொகை,"ஒன்று இரப்பான் போல் எளிவந்தும் சொல்லும் உலகம்
புரப்பான் போல்வது ஓர் மதுகையும் உடையன்
வல்லாரை வழிபட்டு ஒன்று அறிந்தான் போல்
நல்லார் கண் தோன்றும் அடக்கமும் உடையன்
இல்லோர் புன்கண் ஈகையின் தணிக்க 
வல்லான் போல்வது ஓர் வன்மையும் உடையன்
அன்னான் ஒருவன் தன் ஆண்தகை விட்டு என்னைச்
சொல்லும் சொல் கேட்டீ சுடர் இழாய் பல் மாணும்
நின் இன்றி அமையலேன் யான் என்னும் அவன் ஆயின்
அன்னான் சொல் நம்புண்டல் யார்க்கும் இங்கு அரிது ஆயின் 
என் உற்ற பிறர்க்கும் ஆங்கு உள கொல்லோ நறு நுதால்
அறியாய் நீ வருந்துவல் யான் என்னும் அவன் ஆயின்
தமியரே துணிகிற்றல் பெண்டிர்க்கும் அரிது ஆயின்
அளியரோ எம் போல ஈங்கு இவன் வலைப்பட்டார்
வாழலேன் யான் என்னும் நீ நீப்பின் அவன் ஆயின் 
ஏழையர் எனப் பலர் கூறும் சொல் பழி ஆயின்
சூழுங்கால் நினைப்பது ஒன்று அறிகலேன் வருந்துவல்
சூழுங்கால் நறு நுதால் நம் உளே சூழ்குவம்
அவனை
நாண் அடப் பெயர்த்தல் நமக்கும் ஆங்கு ஒல்லாது 
பேணினர் எனப்படுதல் பெண்மையும் அன்று அவன்
வௌவினன் முயங்கும் மாத்திரம் வா எனக்
கூறுவென் போலக் காட்டி
மற்று அவன் மேஎ வழி மேவாய் நெஞ்சே
"
கலித்தொகை,"ஆம் இழி அணி மலை அலர் வேங்கைத் தகை போலத்
தே மூசு நனை கவுள் திசை காவல் கொளற்கு ஒத்த
வாய் நில்லா வலி முன்பின் வண்டு ஊது புகர் முகம்
படுமழை அடுக்கத்த மா விசும்பு ஓங்கிய
கடி மரத் துருத்திய கமழ் கடாம் திகழ்தரும் 
பெருங்களிற்று இனத்தொடு வீங்கு எருத்து எறுழ் முன்பின்
இரும்புலி மயக்குற்ற இகல் மலை நல் நாட
வீழ் பெயல் கங்குலின் விளி ஓர்த்த ஒடுக்கத்தால்
வாழும் நாள் சிறந்தவள் வருந்து தோள் தவறு உண்டோ
தாழ் செறி கடும் காப்பின் தாய் முன்னர் நின் சாரல் 
ஊழுறு கோடல் போல் எல் வளை உகுபவால்
இனை இருள் இது என ஏங்கி நின் வரல் நசைஇ
நினை துயர் உழப்பவள் பாடு இல் கண் பழி உண்டோ
இனையள் என்று எடுத்து அரற்றும் அயல் முன்னர் நின் சுனைக்
கனை பெயல் நீலம் போல் கண் பனி கலுழ்பவால் 
பல் நாளும் படர் அடப் பசலையால் உணப்பட்டாள்
பொன் உரை மணி அன்ன மாமைக் கண் பழி உண்டோ
இன் நுரைச் செதும்பு அரற்றும் செவ்வியுள் நின் சோலை
மின் உகு தளிர் அன்ன மெலிவு வந்து உரைப்பதால்
என ஆங்கு 
பின் ஈதல் வேண்டும் நீ பிரிந்தோள் நட்பு என நீவிப்
பூங்கண் படுதலும் அஞ்சுவல் தாங்கிய
அரும் துயர் அவலம் தூக்கின்
மருங்கு அறிவாரா மலையினும் பெரிதே
"
கலித்தொகை,"கொடுவரி தாக்கி வென்ற வருத்தமொடு
நெடு வரை மருங்கின் துஞ்சும் யானை
நனவில் தான் செய்தது மனத்தது ஆகலின்
கனவில் கண்டு கதுமென வெரீஇப்
புதுவது ஆக மலர்ந்த வேங்கையை 
அது என உணர்ந்து அதன் அணி நலம் முருக்கிப்
பேணா முன்பின் தன் சினம் தணிந்து அம் மரம்
காணும் பொழுதின் நோக்கல் செல்லாது
நாணி இறைஞ்சும் நல் மலை நல் நாட
போது எழில் மலர் உண்கண் இவள் மாட்டு நீ இன்ன 
காதலை என்பதோ இனிது மற்று இன்னாதே
மின் ஓரும் கண் ஆக இடி என்னாய் பெயல் என்னாய்
இன்னது ஓர் ஆர் இடை ஈங்கு நீ வருவதை
இன்புற அளித்தனை இவள் மாட்டு நீ இன்ன
அன்பினை என்பதோ இனிது மற்று இன்னாதே 
மணம் கமழ் மார்பினை மஞ்சு இவர் அடுக்கம் போழ்ந்து
அணங்கு உடை ஆர் இடை ஈங்கு நீ வருவதை
இருள் உறழ் இருங்கூந்தல் இவள் மாட்டு நீ இன்ன
அருளினை என்பதோ இனிது மற்று இன்னாதே
ஒளிறு வேல் வலன் ஏந்தி ஒருவன் யான் என்னாது 
களிறு இயங்கு ஆர் இடை ஈங்கு நீ வருவதை
அதனால்
இரவின் வாரல் ஐய விரவு வீ
அகல் அறை வரிக்கும் சாரல்
பகலும் பெறுவை இவள் தட மென்தோளே 
"
கலித்தொகை,"வாங்கு கோல் நெல்லொடு வாங்கி வருவைகல்
மூங்கில் மிசைந்த முழந்தாள் இரும் பிடி
தூங்கு இலை வாழை நளி புக்கு ஞாங்கர்
வருடை மட மறி ஊர்வு இடைத் துஞ்சும்
இருள் தூங்கு சோலை இலங்கு நீர் வெற்ப 
அரவின் பொறியும் அணங்கும் புணர்ந்த
உரவு வில் மேல் அசைத்த கையை ஓராங்கு
நிரை வளை முன்கை என் தோழியை நோக்கிப்
படி கிளி பாயும் பசுங்குரல் ஏனல்
கடிதல் மறப்பித்தாய் ஆயின் இனி நீ 
நெடிது உள்ளல் ஓம்புதல் வேண்டும் இவளே
பல் கோள் பலவின் பயிர்ப்பு உறு தீம் கனி
அல்கு அறைக் கொண்டு ஊண் அமலைச் சிறுகுடி
நல்கூர்ந்தார் செல்வ மகள்
நீயே வளியின் இகல் மிகும் தேரும் களிறும் 
தளியின் சிறந்தனை வந்த புலவர்க்கு
அளியொடு கைதூவலை
அதனால்
கடு மா கடவுறூஉம் கோல் போல் எனைத்தும்
கொடுமை இலை ஆவது அறிந்தும் அடுப்பல் 
வழை வளர் சாரல் வருடை நல் மான்
குழவி வளர்ப்பவர் போலப் பாராட்டி
உழையின் பிரியின் பிரியும்
இழை அணி அல்குல் என் தோழியது கவினே
"
கலித்தொகை,"சுடர் தொடீஇ கேளாய் தெருவில் நாம் ஆடும்
மணல் சிற்றில் காலின் சிதையா அடைச்சிய
கோதை பரிந்து வரிப் பந்து கொண்டு ஓடி
நோதக்க செய்யும் சிறு பட்டி மேல் ஓர் நாள்
அன்னையும் யானும் இருந்தேமா இல்லிரே 
உண்ணு நீர் வேட்டேன் என வந்தாற்கு அன்னை
அடர் பொன் சிரகத்தால் வாக்கிச் சுடர் இழாய்
உண்ணு நீர் ஊட்டி வா என்றாள் என யானும்
தன்னை அறியாது சென்றேன் மற்று என்னை
வளை முன்கை பற்றி நலியத் தெருமந்திட்டு 
அன்னாய் இவன் ஒருவன் செய்தது காண் என்றேனா
அன்னை அலறிப் படர்தர தன்னை யான்
உண்ணு நீர் விக்கினான் என்றேனா அன்னையும்
தன்னைப் புறம்பு அழித்து நீவ மற்று என்னைக்
கடைக் கண்ணால் கொல்வான் போல் நோக்கி நகைக்கூட்டம் 
செய்தான் அக் கள்வன் மகன்
"
கலித்தொகை,"முறஞ்செவி மறைப் பாய்பு முரண் செய்த புலி செற்று
மறம் தலைக்கொண்ட நூற்றுவர் தலைவனைக்
குறங்கு அறுத்திடுவான் போல் கூர் நுதி மடுத்து அதன்
நிறம் சாடி முரண் தீர்ந்த நீள் மருப்பு எழில் யானை
மல்லரை மறம் சாய்த்த மால் போல் தன் கிளை நாப்பண் 
கல் உயர் நனம் சாரல் கலந்து இயலும் நாட கேள்
தாமரைக் கண்ணியைத் தண் நறும் சாந்தினை
நேர் இதழ்க் கோதையாள் செய் குறி நீ வரின்
மணம் கமழ் நாற்றத்த மலை நின்று பலி பெறூஉம்
அணங்கு என அஞ்சுவர் சிறுகுடியோரே 
ஈர்ந்தண் ஆடையை எல்லி மாலையை
சோர்ந்து வீழ் கதுப்பினாள் செய் குறி நீ வரின்
ஒளி திகழ் ஞெகிழியர் கவணையர் வில்லர்
களிறு என ஆர்ப்பவர் ஏனல் காவலரே
ஆர மார்பினை அண்ணலை அளியை 
ஐது அகல் அல்குலாள் செய் குறி நீ வரின்
கறி வளர் சிலம்பில் வழங்கல் ஆனாப்
புலி என்று ஓர்க்கும் இக் கலி கேழ் ஊரே
என ஆங்கு
விலங்கு ஓரார் மெய் ஓர்ப்பின் இவள் வாழாள் இவள் அன்றிப் 
புலம் புகழ் ஒருவ யானும் வாழேன்
அதனால் பொதி அவிழ் வைகறை வந்து நீ குறை கூறி
வதுவை அயர்தல் வேண்டுவல் ஆங்குப்
புதுவை போலும் நின் வரவும் இவள்
வதுவை நாண் ஒடுக்கமும் காண்குவல் யானே 
"
கலித்தொகை,"வறன் உறல் அறியாத வழை அமை நறும் சாரல்
விறல் மலை வியல் அறை வீழ் பிடி உழையதா
மறம் மிகு வேழம் தன் மாறு கொள் மைந்தினான்
புகர் நுதல் புண் செய்த புய் கோடு போல
உயர் முகை நறும் காந்தள் நாள் தோறும் புதிது ஈன 
அயம் நந்தி அணிபெற அருவி ஆர்த்து இழிதரும்
பய மழை தலைஇய பாடு சால் விறல் வெற்ப
மறையினின் மணந்து ஆங்கே மருவு அறத் துறந்த பின்
இறை வளை நெகிழ்பு ஓட ஏற்பவும் ஒல்லும் மன்
அயல் அலர் தூற்றலின் ஆய் நலன் இழந்த கண் 
கயல் உமிழ் நீர் போலக் கண் பனி கலுழாக்கால்
இனிய செய்து அகன்று நீ இன்னாதாத் துறத்தலின்
பனி இவள் படர் எனப் பரவாமை ஒல்லும் மன்
ஊர் அலர் தூற்றலின் ஒளி ஓடி நறு நுதல்
பீர் அலர் அணி கொண்டு பிறை வனப்பு இழவாக்கால் 
அஞ்சல் என்று அகன்று நீ அருளாது துறத்தலின்
நெஞ்சு அழி துயர் அட நிறுப்பவும் இயையும் மன்
நனவினால் நலம் வாட நலிதந்த நடுங்கு அஞர்
கனவினால் அழிவுற்றுக் கங்குலும் ஆற்றாக்கால்
என ஆங்கு 
விளியா நோய் உழந்து ஆனா என் தோழி நின் மலை
முளிவுற வருந்திய முளை முதிர் சிறு தினை
தளி பெறத் தகை பெற்றாங்கு நின்
அளி பெற நந்தும் இவள் ஆய் நுதல் கவினே
"
கலித்தொகை,"கொடியவும் கோட்டவும் நீர் இன்றி நிறம் பெறப்
பொடி அழல் புறந்தந்த பூவாப் பூம் பொலங்கோதைத்
தொடி செறி யாப்பு அமை அரி முன்கை அணைத் தோளாய்
அடி உறை அருளாமை ஒத்ததோ நினக்கு என்ன
நரந்தம் நாறு இருங்கூந்தல் எஞ்சாது நனி பற்றிப் 
பொலம் புனை மகரவாய் நுங்கிய சிகழிகை
நலம்பெறச் சுற்றிய குரல் அமை ஒரு காழ்
விரல் முறை சுற்றி மோக்கலும் மோந்தனன்
நறாஅ அவிழ்ந்தன்ன என் மெல் விரல் போது கொண்டு
செறாஅச் செங்கண் புதைய வைத்துப் 
பறாஅக் குருகின் உயிர்த்தலும் உயிர்த்தனன்
தொய்யில் இள முலை இனிய தைவந்து
தொய்யல் அம் தடக் கையின் வீழ் பிடி அளிக்கும்
மையல் யானையின் மருட்டலும் மருட்டினன்
அதனால் 
அல்லல் களைந்தனன் தோழி நம் நகர்
அருங்கடி நீவாமை கூறின் நன்று என
நின்னொடு சூழ்வல் தோழி நயம் புரிந்து
இன்னது செய்தாள் இவள் என
மன்னா உலகத்து மன்னுவது புரைமே 
"
கலித்தொகை,"மின் ஒளிர் அவிர் அறல் இடை போழும் பெயலே போல்
பொன் அகை தகை வகிர் வகை நெறி வயங்கிட்டுப்
போழ் இடை இட்ட கமழ் நறும் பூங்கோதை
இன்னகை இலங்கு எயிற்றுத் தேமொழித் துவர்ச் செவ்வாய்
நல் நுதால் நினக்கு ஒன்று கூறுவாம் கேள் இனி   
நில் என நிறுத்தான் நிறுத்தே வந்து
நுதலும் முகனும் தோளும் கண்ணும்
இயலும் சொல்லும் நோக்குபு நினைஇ
ஐ தேய்ந்தன்று பிறையும் அன்று
மை தீர்ந்தன்று மதியும் அன்று  
வேய் அமன்றன்று மலையும் அன்று
பூ அமன்றன்று சுனையும் அன்று
மெல்ல இயலும் மயிலும் அன்று
சொல்லத் தளரும் கிளியும் அன்று
என ஆங்கு  
அனையன பல பாராட்டிப் பையென
வலைவர் போலச் சோர் பதன் ஒற்றிப்
புலையர் போலப் புன்கண் நோக்கித்
தொழலும் தொழுதான் தொடலும் தொட்டான்
காழ் வரை நில்லாக் கடுங்களிறு அன்னோன்  
தொழூஉம் தொடூஉம் அவன் தன்மை
ஏழைத் தன்மையோ இல்லை தோழி
"
கலித்தொகை,"ஊர்க்கால் நிவந்த பொதும்பருள் நீர்க்கால்
கொழு நிழல் ஞாழல் முதிர் இணர் கொண்டு
கழும முடித்துக் கண் கூடு கூழை
சுவல் மிசைத் தாதொடு தாழ அகல் மதி
தீம் கதிர் விட்டது போல முகன் அமர்ந்து 
ஈங்கே வருவாள் இவள் யார் கொல் ஆங்கே ஓர்
வல்லவன் தைஇய பாவை கொல் நல்லார்
உறுப்பு எலாம் கொண்டு இயற்றியாள் கொல் வெறுப்பினால்
வேண்டு உருவம் கொண்டது ஓர் கூற்றம் கொல் ஆண்டார்
கடிது இவளைக் காவார் விடுதல் கொடி இயல் 
பல் கலைச் சில் பூங்கலிங்கத்தள் ஈங்கு இது ஓர்
நல்கூர்ந்தார் செல்வ மகள்
இவளை சொல்லாடிக் காண்பேன் தகைத்து
நல்லாய் கேள்
ஆய் தூவி அனம் என அணி மயில் பெடை எனத் 
தூது உண் அம் புறவு எனத் துதைந்த நின் எழில் நலம்
மாதர் கொள் மான் நோக்கின் மட நல்லாய் நின் கண்டார்ப்
பேதுறூஉம் என்பதை அறிதியோ அறியாயோ
நுணங்கு அமைத் திரள் என நுண் இழை அணை என
முழங்கு நீர்ப் புணை என அமைந்த நின் தட மென்தோள் 
வணங்கு இறை வால் எயிற்று அம் நல்லாய் நின் கண்டார்க்கு
அணங்கு ஆகும் என்பதை அறிதியோ அறியாயோ
முதிர் கோங்கின் முகை என முகம் செய்த குரும்பை எனப்
பெயல் துளி முகிழ் எனப் பெருத்த நின் இள முலை
மயிர் வார்ந்த வரி முன்கை மட நல்லாய் நின் கண்டார் 
உயிர் வாங்கும் என்பதை உணர்தியோ உணராயோ
என ஆங்கு
பேதுற்றாய்ப் போலப் பிறர் எவ்வம் நீ அறியாய்
யாது ஒன்றும் வாய் வாளாது இறந்தீவாய் கேள் இனி
நீயும் தவறு இலை நின்னைப் புறங்கடை 
போதர விட்ட நுமரும் தவறு இலர்
நிறை அழி கொல் யானை நீர்க்கு விட்டாங்குப்
பறை அறைந்து அல்லது செல்லற்க என்னா
இறையே தவறுடையான்
"
கலித்தொகை,"வேய் எனத் திரண்ட தோள் வெறி கமழ் வணர் ஐம்பால்
மா வென்ற மட நோக்கின் மயில் இயல் தளர்பு ஒல்கி
ஆய் சிலம்பு அரி ஆர்ப்ப அவிர் ஒளி இழை இமைப்பக்
கொடி என மின் என அணங்கு என யாது ஒன்றும்
தெரிகல்லா இடையின்கண் கண் கவர்பு ஒருங்கு ஓட 
வளமை சால் உயர் சிறப்பின் நுந்தை தொல் வியல் நகர்
இளமையான் எறி பந்தொடு இகத்தந்தாய் கேள் இனி
பூம் தண் தார்ப் புலர் சாந்தின் தென்னவன் உயர் கூடல்
தேம் பாய அவிழ் நீலத்து அலர் வென்ற அமர் உண்கண்
ஏந்து கோட்டு எழில் யானை ஒன்னாதார்க்கு அவன் வேலின் 
சேந்து நீ இனையையால் ஒத்ததோ சின்மொழி
பொழி பெயல் வண்மையான் அசோகம் தண் காவினுள்
கழி கவின் இள மாவின் தளிர் அன்னாய் அதன்தலைப்
பணை அமை பாய் மான் தேர் அவன் செற்றார் நிறம் பாய்ந்த
கணையினும் நோய் செய்தல் கடப்பு அன்றோ கனங்குழாய் 
வகை அமை தண் தாரான் கோடு உயர் பொருப்பின் மேல்
தகை இணர் இள வேங்கை மலர் அன்ன சுணங்கினாய்
மத வலி மிகு கடாஅத்து அவன் யானை மருப்பினும்
கதவவால் தக்கதோ காழ் கொண்ட இளமுலை
என ஆங்கு 
இனையன கூற இறைஞ்சுபு நிலம் நோக்கி
நினையுபு நெடிது ஒன்று நினைப்பாள் போல் மற்று ஆங்கே
துணை அமை தோழியர்க்கு அமர்த்த கண்ணள்
மனை ஆங்குப் பெயர்ந்தாள் என் அறிவு அகப்படுத்தே
"
கலித்தொகை,"வார் உறு வணர் ஐம்பால் வணங்கு இறை நெடு மென்தோள்
பேர் எழில் மலர் உண்கண் பிணை எழில் மான் நோக்கின்
கார் எதிர் தளிர் மேனிக் கவின் பெறு சுடர் நுதல்
கூர் எயிற்று முகை வெண்பல் கொடி புரையும் நுசுப்பினாய்
நேர் சிலம்பு அரி ஆர்ப்ப நிரை தொடிக் கை வீசினை 
ஆர் உயிர் வௌவிக்கொண்டு அறிந்தீயாது இறப்பாய் கேள்
உளனா என் உயிரை உண்டு உயவு நோய் கைம்மிக
இளமையான் உணராதாய் நின் தவறு இல்லானும்
களைநர் இல் நோய் செய்யும் கவின் அறிந்து அணிந்து தம்
வளமையான் போத்தந்த நுமர் தவறு இல் என்பாய் 
நடை மெலிந்து அயர்வு உறீஇ நாளும் என் நலியும் நோய்
மடமையான் உணராதாய் நின் தவறு இல்லானும்
இடை நில்லாது எய்க்கும் நின் உரு அறிந்து அணிந்து தம்
உடைமையால் போத்தந்த நுமர் தவறு இல் என்பாய்
அல்லல் கூர்ந்து அழிவுற அணங்கு ஆகி அடரும் நோய் 
சொல்லினும் அறியாதாய் நின் தவறு இல்லானும்
ஒல்லையே உயிர் வௌவும் உரு அறிந்து அணிந்து தம்
செல்வத்தால் போத்தந்த நுமர் தவறு இல் என்பாய்
என ஆங்கு
ஒறுப்பின் யான் ஒறுப்பது நுமரை யான் மற்று இந்நோய் 
பொறுக்கலாம் வரைத்து அன்றிப் பெரிது ஆயின் பொலங்குழாய்
மறுத்து இவ் ஊர் மன்றத்து மடல் ஏறி
நிறுக்குவென் போல்வல் யான் நீ படு பழியே
"
